word,count
was just,141
your hand,141
that they,140
you had,140
that he,140
feel so,140
be alright,140
to stay,140
always be,140
it right,140
know it's,139
from my,139
it's so,139
in and,139
even if,139
yeah and,139
hands up,139
have the,139
we do,139
and round,139
enough to,138
never let,138
do not,138
little bit,138
cause we,138
you tell,138
you'll be,138
my man,138
even though,137
give up,137
thing i,137
the rest,137
you right,137
hope you,137
is not,137
we get,137
too bad,137
if they,137
you call,136
it back,136
but when,136
i tell,136
me just,136
to leave,136
hear the,136
but my,136
up a,136
the city,136
get in,136
don't make,136
biggie biggie,136
you've been,135
listen to,135
so bad,135
me back,135
came to,135
you gon,135
believe in,135
the bottom,135
i'm sorry,135
look like,135
but now,135
the funk,135
think i'm,134
too long,134
know you're,134
yeah i'm,134
long time,134
im the,134
get ur,134
the pain,133
but they,133
a dream,133
a friend,133
am the,133
and that,133
and every,133
across the,133
end of,133
could you,133
if u,133
matter what,133
the beat,132
me out,132
cause you're,132
find a,132
see that,132
with all,132
makes me,132
that bitch,132
it's gonna,132
away from,132
tired of,131
shit i,131
let's get,131
i call,131
you was,130
it's time,130
i went,130
can get,130
is on,130
my feet,130
out there,130
think that,130
take your,130
you mind,130
everything i,129
at you,129
fuck you,129
was in,129
me see,129
you're gonna,129
and no,129
get high,129
go get,129
on his,128
wanted to,128
or the,128
it seems,128
talk about,128
until the,128
one and,128
much i,128
what about,128
still love,128
and take,127
you won't,127
i'll never,127
feels like,127
eyes and,127
it so,127
turn the,127
that is,127
i hit,127
ready for,127
me love,127
you how,126
go back,126
don't even,126
to let,126
what a,126
and in,126
my hair,126
won't be,126
know where,126
up like,126
nixga what,126
want nixga,126
is all,125
the next,125
how can,125
a minute,125
know why,125
to her,125
aint no,125
baby i'm,125
and on,125
what to,125
the people,125
we had,125
the river,125
now we,125
you re,125
this one,124
you did,124
i give,124
will you,124
have been,124
you from,124
one to,124
if the,124
up all,124
make your,124
we will,124
though i,123
that's all,123
got your,123
i tried,123
this way,123
now now,123
day i,123
better than,123
hit me,123
the place,123
all alone,123
day and,123
know they,123
so we,123
last night,123
can feel,122
fuck it,122
all this,122
get back,122
keep the,122
die for,122
you dont,122
want no,122
a few,121
now the,121
me she,121
to god,121
stop the,121
under the,121
on top,121
the big,121
it feel,121
time and,121
out on,121
work it,121
do do,121
shit and,120
for that,120
of that,120
now it's,120
before you,120
think of,120
one i,120
will never,120
we're gonna,120
goin on,120
part of,120
all around,120
at least,119
some people,119
do when,119
a hundred,119
don't get,119
we gon,119
with her,119
is in,119
go head,119
time for,119
than the,119
at night,118
see your,118
can't stop,118
away i,118
baby oh,118
that's how,118
they want,117
get me,117
all about,117
touch me,117
i always,117
love your,117
of time,117
get away,116
this world,116
can't get,116
be on,116
can't stand,116
god i,116
you if,116
the stars,116
boy hot,116
put my,115
again i,115
my first,115
need no,115
one who,115
straight up,115
it off,115
can tell,115
my friend,115
to lose,114
you for,114
call it,114
out for,114
and that's,114
a thing,114
act like,114
about a,114
more time,114
everybody knows,114
me off,114
do this,114
you give,114
me how,114
check it,114
can't you,114
mine you,113
i wonder,113
cause the,113
not alone,113
way that,113
why don't,113
did i,113
to talk,113
a song,113
bitch you,113
til the,113
yeah we,113
break it,113
right here,113
make em,112
how the,112
as we,112
i'm still,112
way too,112
it but,112
you must,112
up up,112
a real,112
we'll be,112
i let,112
is for,112
hear you,112
they be,112
a time,111
don't give,111
this i,111
we need,111
just don't,111
i must,111
and you're,111
i met,111
lookin for,111
that she,111
mind i,111
the water,111
the girls,111
made it,111
a fool,111
here with,111
do me,111
fly away,111
im in,111
a nixga,111
of mine,110
me do,110
but he,110
the middle,110
be no,110
if she,110
to stop,110
ask me,110
you mean,110
me don't,110
say the,110
is just,110
baby yeah,110
call my,110
some more,110
the phone,110
there and,109
meant to,109
heart and,109
we ain't,109
off and,109
one thing,109
now that,108
hold my,108
sick of,108
where they,108
at your,108
more i,108
see my,108
gonna have,108
we the,108
a love,108
work work,108
2 the,108
you cant,108
they come,107
on her,107
world is,107
you cause,107
can take,107
before the,107
is gone,107
find the,107
what are,107
the line,107
the little,107
man in,107
million reasons,107
you might,106
without a,106
my world,106
your own,106
you keep,106
put me,106
am a,106
cause they,106
me tell,106
and so,106
sky is,106
took the,106
my niggas,106
loving you,106
she's a,106
wish you,106
on to,105
back on,105
number one,105
and biggie,105
my dick,105
wish that,105
a better,105
good i,105
had the,105
to hear,105
how it,105
night and,105
out here,105
of our,105
you mine,105
gimme gimme,105
i wanted,104
with that,104
soon as,104
a whole,104
to it,104
and just,104
good to,104
said i'm,104
your arms,104
see a,104
away my,104
you been,104
me say,104
how do,104
bone and,104
say i'm,103
wanna get,103
home and,103
life and,103
just as,103
know me,103
i couldn't,103
don't like,103
to call,103
you'll never,103
up for,103
can't believe,103
this bitch,103
the edge,103
the old,103
the name,103
it oh,103
talkin bout,103
may be,102
because i,102
while i,102
girl and,102
and go,102
tell her,102
baby and,102
our love,102
for us,102
of it,102
by my,102
im just,102
from you,102
with this,101
i walk,101
we have,101
i cannot,101
to put,101
my arms,101
can hear,101
say what,101
here and,101
told her,101
out your,101
welcome to,101
he is,100
get em,100
thing that,100
guess i,100
said you,100
nothing to,100
is no,100
it doesn't,100
for life,100
it from,100
with his,100
things i,100
and there,100
em up,100
pull up,100
are we,100
hello hello,100
i take,99
the head,99
know my,99
be like,99
seem to,99
to show,99
a gun,99
tell the,99
of them,99
know who,99
top of,99
never be,99
about me,99
thats why,99
put the,99
the past,99
you used,99
bad boy,99
you yeah,99
she's got,99
til i,98
not be,98
don't see,98
to sleep,98
go out,98
why do,98
left me,98
over me,98
the devil,98
that your,98
how could,97
made me,97
it cause,97
it's been,97
to that,97
fuck the,97
man you,97
the mirror,97
it yeah,97
man and,97
to think,97
that it,97
get that,97
so what,97
do we,97
girl in,97
of what,97
love in,97
for love,97
now im,97
nasty boy,97
like an,96
they can,96
i promise,96
when it's,96
he had,96
while you,96
i done,96
play the,96
down get,96
said it,96
it if,96
we know,96
the heart,96
want your,96
can t,96
it now,95
the more,95
a thousand,95
ain't nothing,95
the reason,95
is like,95
piece of,95
you out,95
and say,95
going back,95
something that,95
said the,95
wanna know,95
the hood,95
we gonna,95
that's when,94
back i,94
they call,94
i try,94
could have,94
of her,94
this song,94
and there's,94
things you,94
your mouth,94
just keep,94
say goodbye,94
we was,94
will not,94
so far,94
first time,94
on go,94
yah yah,94
want the,93
know when,93
of these,93
these hoes,93
last time,93
know if,93
the real,93
i'd like,93
hurt me,93
i'm feelin,93
i only,93
my chick,93
you is,93
girl is,93
there s,93
ain t,93
just what,92
into a,92
us all,92
the king,92
only thing,92
whole world,92
now my,92
he got,92
heart is,92
your girl,92
live for,92
every night,92
get enough,92
this love,92
nasty you,92
and down,92
gotta do,91
that it's,91
a fuck,91
it take,91
a place,91
down for,91
why why,91
it goes,91
it again,91
love for,91
now they,91
be mine,91
like they,91
my favorite,91
one two,91
have my,91
money and,91
there i,91
she loves,91
wild wild,91
they said,90
nothing but,90
me they,90
to this,90
it the,90
pick up,90
your way,90
my ass,90
have no,90
how we,90
seems like,90
it a,90
a chance,90
up you,90
you more,90
when your,90
at home,90
the fire,90
hit you,90
my best,90
the limit,90
should have,90
was born,90
a shot,90
don't take,90
we both,90
im on,90
what if,89
the bed,89
rest of,89
they just,89
you came,89
me come,89
but all,89
then we,89
is when,89
the hell,89
and what,89
a beautiful,89
bring it,89
left to,89
know this,89
they all,89
i've seen,89
be all,89
a while,88
end up,88
now all,88
down you,88
how much,88
and put,88
don't think,88
since i,88
wanna go,88
gotta get,88
then they,88
who the,88
be here,88
my dreams,88
the lord,88
a day,88
i'm feeling,88
make love,88
rise up,88
bum bum,88
in come,88
do to,87
you only,87
inside of,87
read my,87
believe me,87
no you,87
and some,87
keep you,87
the block,87
to work,87
could not,87
a star,87
up when,87
let your,87
another one,87
is there,87
after all,87
we want,87
in new,87
bitch bitch,87
i ll,87
the future,86
just let,86
the words,86
the cold,86
save me,86
for this,86
to fight,86
it will,86
be alone,86
you're so,86
my whole,86
over and,86
in you,86
hear it,86
till the,86
make my,86
fall in,86
just for,86
in here,86
me where,86
believe that,86
this the,86
baby girl,86
keep your,86
she say,86
we be,86
my hands,86
wit the,86
freak on,86
prayer changes,86
like it's,85
can say,85
close to,85
her and,85
little girl,85
right you,85
another day,85
i wouldn't,85
of his,85
can go,85
can have,85
who is,85
me some,85
are my,85
the party,85
im so,85
back of,84
my bed,84
i gave,84
was like,84
me from,84
watch me,84
you this,84
gon be,84
other side,84
your friends,84
need some,84
the most,84
gonna make,84
is your,84
i'm all,84
and his,84
these bitches,84
just another,84
and we'll,84
too many,84
night long,84
hey i,84
set me,84
oh the,84
ur freak,84
don't really,83
you may,83
everything you,83
gone and,83
you remember,83
me it,83
am not,83
live in,83
it takes,83
i'm goin,83
that i've,83
my time,83
one time,83
your bitch,83
it's hard,83
your time,83
will i,83
meet me,83
around me,83
find out,83
down i'm,83
pass that,83
back home,83
s a,83
me know,82
i'm coming,82
me be,82
so don't,82
the life,82
you smile,82
like we,82
my window,82
yo yo,82
wonder if,82
young money,82
come here,82
turn me,82
that way,82
til you,82
it come,82
but im,82
mind do,82
wrong i,81
the front,81
em all,81
from your,81
i found,81
the moment,81
of life,81
it too,81
than you,81
cause when,81
a diamond,81
put on,81
need is,81
that a,81
i'll take,81
but a,81
to move,81
right i,81
me take,81
wanna take,81
i'm ready,81
all up,81
don't understand,81
who i,81
versace versace,81
nigga i,81
the clouds,81
said she,81
not like,81
the power,81
you ready,81
good and,81
the earth,80
fuck that,80
you at,80
it through,80
face and,80
to blow,80
now you're,80
i may,80
i bet,80
my little,80
and see,80
me this,80
it's alright,80
one for,80
against the,80
need me,80
and for,80
baby come,80
there are,80
the price,80
on down,80
how low,80
everything that,80
pray for,80
icky icky,80
p p,80
the radio,79
come come,79
the storm,79
the bar,79
the window,79
ain't gotta,79
out like,79
me you're,79
in i,79
everything is,79
to cry,79
all we,79
head and,79
turn around,79
on some,79
shake it,79
again and,79
when my,79
so if,79
fuck up,79
how they,79
shut the,79
here in,79
then he,79
your man,79
alright alright,79
find me,79
far away,79
grab your,79
break me,79
if he,78
and don't,78
swear to,78
hit em,78
back back,78
matter how,78
the room,78
never had,78
side of,78
me then,78
i wake,78
shit you,78
believe i,78
that's right,78
it would,78
say no,78
the dance,78
can we,78
no need,78
stand the,78
good time,78
if your,78
between the,78
can't help,78
never been,78
will come,78
i'm better,78
on one,78
gimme more,78
boy i,77
try and,77
some of,77
it do,77
me crazy,77
the days,77
gave me,77
bit of,77
something to,77
gotta go,77
you always,77
to fuck,77
the car,77
can't wait,77
you heard,77
limit and,77
chorus i,77
my side,77
don't worry,77
my back,76
while i'm,76
off of,76
no way,76
could do,76
i'm too,76
is over,76
and tell,76
be that,76
her i,76
believe it,76
seen a,76
bitch i'm,76
bitch i,76
me at,76
that's a,76
and baby,76
many times,76
to change,76
it that,76
now she,76
was on,76
she is,76
could never,76
whoa oh,76
there'll be,76
coming in,76
leave a,76
he s,76
get witcha,76
never gonna,75
have it,75
chance to,75
it my,75
as if,75
with some,75
the crowd,75
you try,75
don't mean,75
and do,75
wrong with,75
what she,75
seen the,75
you left,75
like them,75
to kill,75
do and,75
never never,75
come for,75
love u,75
best friend,75
that pussy,75
to fly,75
i move,75
enough for,75
lover lover,75
to cali,75
get this,74
i'm out,74
make sure,74
see if,74
i'm like,74
be me,74
a reason,74
us to,74
i bought,74
what you're,74
see her,74
you niggas,74
up out,74
the land,74
you're ready,74
down like,74
so high,74
something in,74
was all,74
hand and,74
no good,74
for what,74
a boy,74
in between,74
will always,74
can fly,74
come with,74
sorry for,74
ive been,74
you turn,74
it aint,74
really wanna,73
could i,73
to try,73
i fell,73
wonder why,73
does it,73
and how,73
the worst,73
in every,73
just be,73
you i'll,73
him and,73
ain't never,73
that my,73
girl that,73
then the,73
that makes,73
yeah now,73
not that,73
tell your,73
talking bout,73
let him,73
leave you,73
they were,73
cause it's,73
upon the,73
where do,73
a movie,73
one good,73
you leave,73
be i,73
im not,73
want 2,73
this girl,73
for ya,73
and be,72
god damn,72
you're in,72
behind the,72
one you,72
me here,72
than i,72
no love,72
uh huh,72
i'm with,72
to hide,72
out i,72
mine i,72
these streets,72
man i'm,72
look in,72
heart i,72
oh what,72
watch the,72
is to,72
time we,72
gimme the,72
she had,72
what what,72
to blame,72
let her,72
put a,72
messed up,72
more gimme,72
my people,71
made a,71
couple of,71
they do,71
you it's,71
but not,71
it wasn't,71
well i'm,71
even when,71
in front,71
ya i,71
bet you,71
me is,71
call your,71
never get,71
it's over,71
need it,71
your soul,71
off my,71
bang bang,71
change the,71
then she,71
they wanna,71
to turn,71
kiss me,71
the children,71
start to,71
got all,71
its a,71
well you,71
dj khaled,71
my radar,71
man that,70
make her,70
all on,70
hold your,70
a ride,70
had it,70
high and,70
the sound,70
gotta be,70
can't see,70
tonight i'm,70
uh i,70
be free,70
can't take,70
dance floor,70
it's your,70
a world,70
just one,70
still i,70
until i,70
don't say,70
gotta know,70
my shit,70
the blood,70
now what,70
u know,70
not in,70
for her,70
her in,70
baby no,70
can't let,70
lets ride,70
all together,70
slim shady,69
feel my,69
cause all,69
a different,69
the table,69
so baby,69
front of,69
do but,69
never seen,69
might be,69
i'm bout,69
in time,69
you back,69
a baby,69
must have,69
girl i'm,69
my god,69
a black,69
that can,69
bunch of,69
this feeling,69
we in,69
world of,69
now baby,69
hey yeah,69
how long,69
hand in,69
aint got,69
we dont,69
fell in,69
me big,69
ooh oh,69
she knows,69
bad bad,69
don't call,69
looking at,68
to his,68
let em,68
remember when,68
looks like,68
gave you,68
you cry,68
out a,68
my brain,68
fucked up,68
hurt you,68
gonna get,68
ain't gonna,68
want some,68
to look,68
ooh i,68
not gonna,68
it no,68
to party,68
call the,68
but that,68
think you're,68
time time,68
care what,68
know a,68
with us,68
and her,68
to heaven,68
that girl,68
the summer,68
going home,68
my hood,68
took a,68
made of,67
under my,67
i'm about,67
i'm tired,67
me we,67
just need,67
that man,67
i left,67
heart of,67
a piece,67
to i,67
to touch,67
just got,67
and who,67
she can,67
don't mind,67
it then,67
i felt,67
i shall,67
keep me,67
right in,67
if it's,67
me wanna,67
name of,67
go all,67
was i,67
because you,67
much too,67
love so,67
young and,67
one yeah,67
ill be,67
well the,67
throw it,67
dah dah,67
good one,67
life for,66
but this,66
my shot,66
myself and,66
em i,66
and to,66
the corner,66
tell him,66
up now,66
hold up,66
your lips,66
cause if,66
i'm gone,66
but then,66
you one,66
you told,66
like your,66
me get,66
up so,66
on em,66
got some,66
about us,66
the kitchen,66
the greatest,66
wanna hear,66
you move,66
down with,66
have some,66
was so,66
bring the,66
said that,66
from here,66
me he,66
lay down,66
to him,66
night all,66
4 love,66
a hot,66
me of,66
over here,66
was your,66
together and,66
all his,66
the ladies,66
got them,66
big poppa,66
my my,66
oh yes,66
got money,66
go hard,66
and never,66
i ve,66
nixgas nixgas,66
the loot,66
motherfuckers come,66
that i'll,65
wanna make,65
get some,65
and these,65
instead of,65
i've had,65
it comes,65
time i'm,65
take this,65
life in,65
remember the,65
it makes,65
come from,65
play with,65
we can't,65
someone to,65
is where,65
to run,65
into my,65
learn to,65
do for,65
knew that,65
come home,65
way of,65
really want,65
love of,65
tell them,65
no time,65
already know,65
when im,65
come through,65
bought my,65
the scene,65
feel me,65
night is,65
lil wayne,65
verse 2,64
never know,64
you there,64
and watch,64
but that's,64
even know,64
know is,64
you too,64
her to,64
it make,64
if this,64
he can,64
the cat,64
through it,64
the news,64
lookin at,64
right and,64
but you're,64
them all,64
we're going,64
him i,64
you didn't,64
away and,64
and still,64
dont wanna,64
fuck a,64
wait a,64
has been,64
me alone,64
you put,64
me it's,64
that love,64
can't do,64
i fuck,64
like she,64
middle of,64
take off,64
me free,64
we've been,64
you hold,64
i pray,64
do u,64
baby we,64
upon a,64
time the,64
here comes,64
on motherfuckers,64
way i'm,63
come out,63
to save,63
cause my,63
be what,63
you lie,63
till i,63
none of,63
so when,63
ever had,63
i don,63
your shit,63
i'm here,63
and love,63
don't do,63
it's true,63
go with,63
let them,63
wit a,63
the cops,63
tell that,63
baby you're,63
no other,63
don't cry,63
i find,63
the black,63
one love,63
you believe,63
go my,63
pay me,63
boys boys,63
two three,63
as she,63
biggie smalls,63
would not,63
can't read,63
to break,62
don't matter,62
when a,62
i talk,62
my car,62
you ask,62
just me,62
ain't even,62
i'll do,62
love her,62
you made,62
mean to,62
would i,62
call you,62
loved you,62
and you'll,62
alone i,62
home to,62
back the,62
party and,62
where are,62
to dance,62
turn it,62
hands in,62
and over,62
heard the,62
what's my,62
no oh,62
and i've,62
of town,62
feel you,62
on their,62
me home,62
a small,62
bottoms up,62
damn damn,62
hallelujah hallelujah,62
want with,62
still be,61
there's something,61
do anything,61
verse 1,61
who got,61
with them,61
lost in,61
round the,61
to wait,61
whole life,61
em and,61
you girl,61
so i'm,61
in all,61
or a,61
to help,61
go yeah,61
one can,61
put you,61
someone else,61
oh so,61
she goes,61
bad bitch,61
at this,61
he just,61
ain't a,61
as my,61
over you,61
we run,61
nigga you,61
alone and,61
know and,61
throw your,61
to pay,61
you some,61
good girl,61
she wants,61
these are,61
the soul,61
cause im,61
home i,61
poker face,61
then i'm,60
knows that,60
go you,60
type of,60
way it,60
it wait,60
feels so,60
back up,60
eyes on,60
we gotta,60
to fall,60
i wrote,60
get off,60
up i'm,60
the song,60
people are,60
is gonna,60
oh and,60
beat it,60
it can,60
and try,60
here for,60
gonna take,60
telling me,60
one in,60
good enough,60
off your,60
say to,60
i'm from,60
off i,60
up at,60
me by,60
u want,60
and out,60
music music,60
your money,60
me give,60
cause she,60
hear my,60
you home,60
the blues,60
loves me,60
i'm bad,60
girl go,60
it goin,60
you that's,60
it's secured,60
better i'm,60
happy birthday,60
muh muh,60
vietnam vietnam,60
amy amy,60
not throwing,60
throwing away,60
ever since,59
but still,59
what he,59
i needed,59
me i'll,59
been through,59
if i'm,59
him to,59
i'm at,59
without the,59
mind and,59
that's my,59
a bunch,59
her she,59
in their,59
i'd rather,59
oh i'm,59
put up,59
we make,59
shit is,59
they ain't,59
and we're,59
they can't,59
catch me,59
day you,59
wait to,59
